Brand,Phone,Website,Order by Phone,Order Online,Photo Filename,Order through an online retailer,Established Grocery or Indepedent Health Food store,Farm/Retail Store,Find at Farmers Markets (needs to be broken out from grocery locations)
Simply Organic,(800) 437-3301,www.simplyorganic.com,No,Yes,Simply_Organic,,Yes,Yes,Yes
Skansen,,,No,No,Skansen,Yes,Yes,No,No
Sky Top Farms,(1800) 376-9544,http://www.skytopfarms.com/,No,No,Sky_Top_Farms,No,Yes,No,Yes
Small Valley Milling,(717) 362-9850,smallvalleymilling.com,Yes,Yes,Small_Valley_Milling,,No,Yes,Yes
Smart Chicken,(402) 786-1000,www.cafetecumseh.com/SmartChicken,No,Yes,Smart_Chicken,,Yes,No,No
SmartMonkey,,www.smartmonkeyfoods.com,No,Yes,SmartMonkey,No,Yes,Yes,No
Smith & Truslow,,http://www.smithandtruslow.com,No,Yes,Smith_&_Truslow,,Yes,No,No
Smjå_r,,www.smjor.is,No,No,Smjå_r,No,Yes,No,No
Smucker's,(888) 550-9555,http://www.smuckers.com/,No,Yes,Smucker's,Yes,Yes,,
Sno-Pac,(1800) 533-2215,www.snopac.com,Yes,No,Sno-Pac,No,Yes,No,No
Snowville Creamery,(740) 698-2340,www.snowvillecreamery.com,No,No,Snowville_Creamery,No,Yes,,
So Delicious,(866) 388-7853,sodeliciousdairyfree.com,No,No,So_Delicious,No,Yes,,
Soaper's Choice,(800) 322-6457,http://www.columbusfoods.com/,Yes,No,Soaper's_Choice,No,No,No,
Soaring Eagle Ranch,(575) 588-7424,http://www.naturalsteak.com/,Yes,No,Soaring_Eagle_Ranch,No,Yes,,
Sol Grains,(505) 984-3140,www.solgrains.com,No,No,Sol_Grains,Yes,Yes,,
Solana Gold,(707) 829-6024,www.solanagold.com/_,Yes,Yes,Solana_Gold,,Yes,,
Soler Romero,,http://www.soler-romero.com/,No,No,Soler_Romero,Yes,Yes,No,No
Solomon Falls,(907) 835-4874,www.solomonfalls.com,No,Yes,Solomon_Falls,,No,Yes,No
Somerdale,,http://somerdale.co.uk/products/somerdale-english-butter.aspx,No,No,Somerdale,Yes,Yes,Yes,Yes
Something Pure,,http://somethingpure.com/,No,Yes,Something_Pure,Yes,No,Yes,Yes
Sommers Organic,(877) 377-9797,www.sommersorganic.com,No,No,Sommers_Organic,Yes,No,No,No
Sonne's,(800) 544-8147,www.sonnes.com,Yes,Yes,Sonne's,,Yes,No,No
Sonoma,(800) 446-1516,http://latortillafactory.com,No,Yes,Sonoma,Yes,Yes,No,No
Soothin' Infusion,(800) 250-4718,soothininfusion.com,Yes,No,Soothin'_Infusion,No,No,No,No
South Mountain Creamery,(1877) 269-2968,www.southmountaincreamery.com,Yes,Yes,South_Mountain_Creamery,,No,,
South River,(413) 369-4057,http://www.southrivermiso.com/,No,Yes,South_River,No,No,No,No
Spam,(1800) 523-4635,www.spam.com/_,No,No,Spam,No,Yes,Yes,No
Spectrum,(800) 434-4246,http://www.spectrumorganics.com/,No,Yes,Spectrum,,Yes,No,No
Spence & Co.,(508) 427-5577,http://www.spenceltd.com/,No,No,Spence_&_Co.,No,Yes,,
Spicely,(510) 440-1044,http://www.spicely.com,No,Yes,Spicely,Yes,Yes,Yes,Yes
Spirit Creek Farm,(715) 742-3551,spiritcreekfarm.com,No,No,Spirit_Creek_Farm,No,Yes,No,No
Spiritual Food for the New Millennium,(301) 654-4899,http://schooloflife.org,Yes,No,Spiritual_Food_for_the_New_Millennium_,No,No,,
Spring Bank Acres,(814) 349-5594,,Yes,No,Spring_Bank_Acres,Yes,Yes,Yes,No
Spring Brook Farm,(802) 484-1226,http://farmsforcitykids.org/,No,No,Spring_Brook_Farm,No,Yes,,
Spring Gap Mountain Creamery,(304) 947-5414,www.springgapmtn.com/,No,No,Spring_Gap_Mountain_Creamery,No,No,Yes,No
Spring Hill Jersey Cheese Co.,(707) 762-3446,www.springhillcheese.com,No,Yes,Spring_Hill_Jersey_Cheese_Co.,No,Yes,,
Springer Mountain Farms,(877) 826-2322,http://www.springermountainfarms.com/,Yes,Yes,Springer_Mountain_Farms,,Yes,,
Sprout Creek Farm,(845) 485-9885,http://www.sproutcreekfarm.org/,Yes,Yes,Sprout_Creek_Farm,No,Yes,Yes,No
Sprouted Almonds,(307) 673-0601,http://www.sproutedalmonds.com/,No,Yes,Sprouted_Almonds,No,Yes,Yes,No
Sproutman,(1800) 695-2241,http://www.sproutman.com/,No,Yes,Sproutman,No,No,,
Sproutpeople,(877) 777-6887,http://sproutpeople.org/,No,Yes,Sproutpeople,,No,No,No
Squid Brand,(662) 234-3402,http://www.squidbrand.com/,No,No,Squid_Brand,Yes,Yes,No,No
"Stakich, Inc.",(248) 642-7023,http://www.stakich.com/,No,Yes,"Stakich,_Inc.",,No,No,No
Stannard Farm,,http://www.stannardfarm.com/,No,Yes,Stannard_Farm,,No,No,No
STAR,(559) 498-2900,http://www.starfinefoods.com/,No,Yes,STAR,No,Yes,No,No
Starwest Botanicals,(800) 800-4372,http://www.starwest-botanicals.com/,Yes,Yes,Starwest_Botanicals,,No,No,
Steve's Original,,http://www.stevespaleogoods.com,No,Yes,Steve's_Original,,No,,
Stiglmeier Sausage Co.,(800) 451-8199,www.stiglmeier.com,Yes,Yes,Stiglmeier_Sausage_Co.,,No,,
Stock Options,(503) 236-7610,www.stockoptionsonline.com,No,No,Stock_Options,No,No,No,No
Straka Meats Inc.,(608) 546-3301,http://www.strakameatsinc.com,Yes,No,Straka_Meats_Inc.,No,No,No,No
Straus Family Creamery,(707) 776-2887,http://strausfamilycreamery.com/,No,No,Straus_Family_Creamery,No,Yes,Yes,Yes
Strength Kizmix,(603) 475-5095,www.willnroses.com,No,Yes,Strength_Kizmix,,Yes,No,No
"Sugartown Smoked Specialties, Inc.",(610) 429-4080,www.smokedfoods.com,No,Yes,"Sugartown_Smoked_Specialties,_Inc.",,Yes,,
Sunbiotics,(800) 925-0577,http://sunbiotics.com,No,No,Sunbiotics,Yes,No,Yes,No
SunButter,(1800) 437-5539,http://www.sunbutter.com/,No,Yes,SunButter,Yes,Yes,Yes,No
Sunflower Organics,,http://www.honeybeepollen.com/,Yes,No,Sunflower_Organics,No,Yes,No,No
Sunfood Super Foods,8887293663,http://www.sunfood.com/,Yes,Yes,Sunfood_Super_Foods,No,No,Yes,
Sunja's,(802) 244-7644,https://www.sunjaskimchi.com,No,Yes,Sunja's,Yes,Yes,,
Sunland,(575) 356-6638,http://www.sunlandinc.com,Yes,No,Sunland,No,Yes,No,No
Sunny Crest Pastures,(717) 768-0101,,Yes,No,Sunny_Crest_Pastures,No,No,No,No
SunOrganic Farm,(888) 269-9888,http://www.sunorganic.com/,Yes,Yes,SunOrganic_Farm,,No,,
Sunset Acres,(765) 569-5677,,Yes,No,Sunset_Acres,No,Yes,No,No
Sunset Valley Organics,(541) 752-0460,http://www.sunsetvalleyorganics.com/,No,Yes,Sunset_Valley_Organics,,Yes,,
Surry Farms,(888) 901-4267,http://www.surryfarms.com/,Yes,Yes,Surry_Farms,,No,No,No
Sustainable Seas,(800) 998-9946,http://www.sustainableseas.com/,Yes,Yes,Sustainable_Seas,No,No,No,No
Swanson,(800) 824-4491,http://www.swansonvitamins.com/,Yes,Yes,Swanson,,No,No,No
Sweet Grass Dairy,(229) 228-6704,http://sweetgrassdairy.com/,No,Yes,Sweet_Grass_Dairy,No,No,,
Sweet William of Earlville,(315) 691-3000,www.earlvillefarms.com,No,Yes,Sweet_William_of_Earlville,,No,,
Sweetwater Baking Co.,(540) 593-3191,https://www.sweetwatergranola.com/,No,Yes,Sweetwater_Baking_Co.,,No,No,No
Swiss Connection,(812) 939-2813,http://www.swissconnectioncheese.com/,Yes,No,Swiss_Connection,No,No,Yes,No
SwissLand Cheese Co.,(260) 589-2671,http://www.swisslandcheese.com/,No,Yes,SwissLand_Cheese_Co.,No,Yes,,
T.G.L. Organic,(213) 814-2289,http://www.tglorganic.com/,No,Yes,T.G.L._Organic,,No,,
Talenti,(214) 526-3600,http://www.talentigelato.com/,No,No,Talenti,Yes,Yes,No,No
Tallgrass Beef Company,,tallgrassbeef.com,No,Yes,Tallgrass_Beef_Company,No,Yes,No,No
Tanka,(800) 416-7212,http://www.tankabar.com,No,Yes,Tanka,,Yes,,
Taste Nirvana,(909) 598-4300,www.tastenirvana.com,No,No,Taste_Nirvana,Yes,Yes,No,No
Teeny Tiny Spice Co. of Vermont,(802) 598-6800,www.teenytinyspice.com,No,Yes,Teeny_Tiny_Spice_Co._of_Vermont,,Yes,No,No
Tendergrass Farms,(800) 929-1785,grassfedbeef.org,Yes,Yes,Tendergrass_Farms,No,No,No,No
Terra,(800) 434-4246,http://www.terrachips.com,No,Yes,Terra,,Yes,No,No
Terroirs d'Antan,,,No,No,Terroirs_d'Antan,Yes,Yes,,
Thai Kitchen,(800) 967-8424,http://www.thaikitchen.com/,No,Yes,Thai_Kitchen,,Yes,No,No
Thankful Harvest,(712) 830-3281,http://thankfulharvest.com,No,Yes,Thankful_Harvest,No,Yes,No,No
The Brinery,(734) 717-4469,thebrinery.com,No,Yes,The_Brinery,No,Yes,,
The Brothery,,http://www.thebrothery.com/,No,Yes,The_Brothery,No,No,,
The CheeseMaker,(414) 745-5483,www.thecheesemaker.com,Yes,Yes,The_CheeseMaker,,No,No,No
The Country Hen,(978) 928-5333,http://www.countryhen.com/,Yes,No,The_Country_Hen,No,Yes,Yes,No
The Family Cow,(717) 491-4004,http://www.yourfamilyfarmer.com/,Yes,Yes,The_Family_Cow,No,Yes,Yes,No
The Gefilteria,3476888561,http://gefilteria.com/,No,Yes,The_Gefilteria,No,Yes,,
The Grass Fed Cattle Company,(612) 581-7787,http://grassfedcattleco.com/,No,Yes,The_Grass_Fed_Cattle_Company,,No,Yes,No
The Naked Pig Meat Co.,(704) 485-2258,http://www.thenakedpig.com/default.asp,No,Yes,The_Naked_Pig_Meat_Co.,No,No,,
The Oatmeal of Alford,,http://www.oatmealofalford.com/,No,Yes,The_Oatmeal_of_Alford,,Yes,,
The Original Brat Hans,(800) 442-8666,http://www.colemannatural.com/,No,No,The_Original_Brat_Hans,No,Yes,,
The Pure Olive,(571) 208-8203,http://www.thepureolive.com/,No,Yes,The_Pure_Olive,,No,,
The Raw Bakery - Blue Mountain Organics,(540) 745-5040,http://bluemountainorganics.com/therawbakery/,No,Yes,The_Raw_Bakery_-_Blue_Mountain_Organics,Yes,Yes,No,No
The Raw Food World,(866) 729-3438,http://www.therawfoodworld.com/,Yes,Yes,The_Raw_Food_World,,No,No,
The Real Bread Company,7709267325,http://www.realbreadcompany.com/,No,Yes,The_Real_Bread_Company,No,Yes,Yes,No
The Rejuvenation Company,(510) 594-2440,http://www.rejuvenationcompany.com/,No,No,The_Rejuvenation_Company,No,Yes,No,No
The Spice Hunter,(800) 688-5676,www.spicehunter.com,Yes,Yes,The_Spice_Hunter,,Yes,No,No
The Synergy Company,(800) 723-0277,Thesynergycompany.com,Yes,Yes,,No,No,,
The Urban Homemaker,(800) 552-7323,http://www.urbanhomemaker.com/productcart/pc/home.asp,Yes,Yes,The_Urban_Homemaker,,No,No,No
The Wizard's,(805) 684-8500,http://www.edwardandsons.com/thewizards_info.itml,No,Yes,The_Wizard's,,Yes,No,No
Thomas Organic Creamery,(989) 661-2354,www.thomasorganiccreamery.com,Yes,No,Thomas_Organic_Creamery,No,Yes,No,No
Thompson Farms,(866) 463-9218,http://www.thompsonfarms.com,Yes,Yes,Thompson_Farms,,No,No,No
Thoughtful Harvest,(864) 492-1499,http://thoughtfulharvest.com/,No,Yes,Thoughtful_Harvest,,No,No,No
Thousand Hills Cattle Company,(507) 263-4001,www.thousandhillscattleco.com,No,Yes,Thousand_Hills_Cattle_Company,,Yes,,
Thunder Heart Bison,(210) 930-0841,http://www.thunderheartbison.com/,No,Yes,Thunder_Heart_Bison,No,Yes,No,No
Tiburtini,(888) 636-8162,,No,No,Tiburtini,Yes,No,No,No
Tierra Farm,(888) 674-6887,http://www.tierrafarm.com/,No,Yes,Tierra_Farm,,Yes,No,No
Tinkyada,(619) 609-0016,http://www.tinkyada.com/,No,No,Tinkyada,Yes,Yes,No,No
Tiparos,,http://www.tiparos.com/,No,No,Tiparos,Yes,Yes,,
To Your Health Sprouted Flour Co.,(877) 401-6837,http://www.organicsproutedflour.net/,No,Yes,To_Your_Health_Sprouted_Flour_Co.,,Yes,No,No
Tohum Natural Foods,5107177614,http://www.tohum.com/,Yes,No,Tohum_Natural_Foods,No,No,Yes,No
Tom's Amish Dairy Products,(717) 548-4284,http://www.amishcheesestore.com,No,Yes,Tom's_Amish_Dairy_Products,No,No,No,No
Tonnino*,(888) 325-8621,http://www.tonnino.com/,No,Yes,Tonnino*,,Yes,No,No
Top of the World Farm,(866) 866-3287,http://www.topoftheworldfarm.com,Yes,No,Top_of_the_World_Farm,No,No,Yes,No
Tra Chang,,,No,No,Tra_Chang,Yes,Yes,,
Trader Joe's,,www.traderjoes.com,No,No,Trader_Joe's,Yes,Yes,No,No
Traderspoint Creamery,(317) 733-1700,www.tpforganics.com,No,Yes,Traderspoint_Creamery,,Yes,,
Triangle Organics,(814) 349-4890,,Yes,No,Triangle_Organics,No,No,No,No
Tribest Yolife,(888) 254-7336,,No,No,Tribest_Yolife,Yes,Yes,No,No
Trickling Springs Creamery,(717) 709-0711,www.tricklingspringscreamery.com,No,No,Trickling_Springs_Creamery,No,Yes,No,No
Tropical Salt Corporation,(877) 323-6611,www.tropicalsalt.com,No,Yes,Tropical_Salt_Corporation,,No,Yes,Yes
Tropical Traditions,(866) 311-2626,www.tropicaltraditions.com,No,Yes,Tropical_Traditions,,No,,
Tropics Best,(888) 386-9246,https://tropicsbest.com,Yes,Yes,Tropics_Best,,No,No,No
True Natural Taste,(800) 559-2998,truenaturaltaste.com,No,Yes,True_Natural_Taste,,No,No,No
TruRoots,(925) 218-2205,truroots.com,No,Yes,TruRoots,,Yes,,
Tsar Nicoulai Caviar,(800) 952-2842,http://tsarnicoulai.gostorego.com,Yes,Yes,Tsar_Nicoulai_Caviar,Yes,No,No,No
Tudor House Tea & Spice,(269) 978-3475,http://tudorhousetea.com,No,Yes,Tudor_House_Tea_&_Spice,No,No,,
Twin Lab,(800) 645-5626,www.twinlab.com,No,Yes,Twin_Lab,,Yes,No,No
Two Leaves Tea Company,(866) 631-7973,www.twoleavestea.com,No,Yes,Two_Leaves_Tea_Company,,Yes,No,No
UliMana,(828) 713-3469,www.ulimana.com,No,Yes,UliMana,,No,,
Ultimate Superfoods,(800) 728-2066,ultimatesuperfoods.com,Yes,Yes,Ultimate_Superfoods,,Yes,No,No
Uncle Ben's,(800) 548-6253,www.unclebens.com,No,No,Uncle_Ben's,Yes,Yes,,
Uncle Matt's Organic,(877) 364-2028,unclematts.com/_,No,Yes,Uncle_Matt's_Organic,,Yes,No,No
Uncured Natural Meats,(920) 386-4971,http://www.uncurednaturalmeats.com/,Yes,Yes,Uncured_Natural_Meats,,Yes,No,No
Underground Butcher,(608) 338-3421,http://undergroundfoodcollective.org,No,Yes,Underground_Butcher,,Yes,Yes,No
Unique Essential Eating,(888) 477-5487,essentialeating.com,No,Yes,Unique_Essential_Eating,,No,No,Yes
United With Earth,(323) 982-9311,http://www.unitedwithearth.com,No,No,United_With_Earth,Yes,No,No,No
Uplands,(888) 935-5558,http://www.uplandscheese.com/,Yes,Yes,Uplands,,Yes,No,No
US Wellness,(877) 383-0051,www.grasslandbeef.com,No,Yes,US_Wellness,No,Yes,No,No
Utz,(1800) 367-7629,www.utzsnacks.com,No,Yes,Utz,,Yes,Yes,Yes
Valley Organic Garlic Farm,(717) 806-0392,http://valleyorganicgarlic.com,No,Yes,Valley_Organic_Garlic_Farm,No,No,No,No
Veggie-Go's,(303) 875-5196,nakededgesnacks.com,No,Yes,Veggie-Go's,,Yes,No,No
Veldhuizen Family Farm,(254) 968-3098,http://www.veldhuizencheese.com/,No,Yes,Veldhuizen_Family_Farm,No,Yes,No,No
Venice Olive Oil Co.,(719) 632-5160,veniceoliveoil.com,No,Yes,Venice_Olive_Oil_Co.,,Yes,Yes,No
Vermont Butter and Cheese Company,(800) 884-6287,www.vermontcreamery.com,No,Yes,Vermont_Butter_and_Cheese_Company,Yes,Yes,Yes,Yes
Vicolo,(1866) 484-2656,http://www.vicolopizza.com,No,Yes,Vicolo,,Yes,,
Virgin California Olive Oil Co.,7028894200,https://virgincaliforniaoliveoil.com/,Yes,No,Virgin_California_Olive_Oil_Co._,No,No,No,No
Virgin Oil de Coco-Creme,(877) 870-1018,http://virginoildecococreme.com/,No,No,Virgin_Oil_de_Coco-Creme,Yes,Yes,No,No
Vita Biosa,,http://www.vitabiosa.com/,,,,,,No,No
Vita Coco,,www.vitacoco.com,No,Yes,Vita_Coco,Yes,Yes,No,No
Vital Choice,(800) 608-4825,www.vitalchoice.com,Yes,Yes,Vital_Choice,No,No,Yes,No
Vital Farms,(877) 455-3063,vitalfarms.com/_,No,No,Vital_Farms,No,Yes,No,No
Vital Vittles,(510) 644-2022,www.vitalvittles.com,No,Yes,Vital_Vittles,,Yes,No,No
Vitamin Research Products,(800) 877-3292,http://www.vrp.com,Yes,Yes,Vitamin_Research_Products,,No,No,No
Vivapura,(877) 787-6457,www.vivapura.com,No,Yes,Vivapura,,Yes,No,No
Vom Fass,(608) 204-0300,www.vomfassusa.com,No,Yes,Vom_Fass,,Yes,No,No
Wallace Farms,(515) 480-8763,http://www.wallacefarms.com/,No,Yes,Wallace_Farms,No,No,,
Walnut Acres,(1800) 434-4246,http://www.walnutacres.com,No,Yes,Walnut_Acres,,Yes,,
Walt's Swarmbustin',(610) 384-2384,http://www.swarmbustinhoney.com/,Yes,Yes,Walt's_Swarmbustin',,No,,
Wasa,,http://www.wasa-usa.com,No,No,Wasa,Yes,Yes,No,No
Way Better,(631) 761-6950,http://gowaybetter.com/,No,Yes,Way_Better,Yes,Yes,No,No
Wedderspoon,,,,,,,,,
Wedderspoon,(877) 296-8403,http://www.wedderspoon.com,No,Yes,Wedderspoon,Yes,Yes,No,No
Wee Bee,(585) 652-9592,www.weebeehoney.net/_,No,Yes,Wee_Bee,,Yes,No,No
Wegmans,(800) 934-6267,www.wegmans.com,No,Yes,Wegmans,,Yes,No,No
Wellshire Farms,(877) 467-2331,http://www.wellshirefarms.com/,No,Yes,Wellshire_Farms,No,Yes,,
Welsh Mountain Farm,(717) 768-3652,http://www.homegrowncow.com/cake/farms/profile/?Name=/welsh-mountain-farm,Yes,Yes,Welsh_Mountain_Farm,Yes,No,No,No
West Wind Farms,(423) 442-9768,http://www.westwindfarms.com,No,Yes,West_Wind_Farms,No,No,No,Yes
Westbrae,(1800) 434-4246,www.westbrae.com,No,Yes,Westbrae,,Yes,No,No
Whale Tails,,http://www.whaletailschips.com,No,Yes,Whale_Tails,Yes,Yes,No,No
Wheatena,(800) 819-3918,http://www.homestatfarm.com,No,No,Wheatena,Yes,Yes,Yes,Yes
White Oak Pastures,(229) 641-2081,whiteoakpastures.com,No,Yes,White_Oak_Pastures,,Yes,Yes,Yes
White Thunder Organics,(605) 452-3233,http://www.whitethunderorganics.com,Yes,Yes,White_Thunder_Organics,,Yes,No,No
Whole Foods 365,,http://www.wholefoodsmarket.com/,No,Yes,Whole_Foods_365,,Yes,,
Wholesome Sweeteners,(800) 680-1896,http://www.wholesomesweeteners.com,No,Yes,Wholesome_Sweeteners,Yes,Yes,,
Wil-Ar Farm,(717) 776-6552,,Yes,No,Wil-Ar_Farm,No,No,,
Wild for Salmon,(570) 387-0550,wildforsalmon.com,No,Yes,Wild_for_Salmon,Yes,Yes,,
Wild Idea Buffalo Co.,(866) 658-6137,wildideabuffalo.com,No,Yes,Wild_Idea_Buffalo_Co.,,No,,
Wild Planet,(800) 998-9946,http://www.wildplanetfoods.com/,No,Yes,Wild_Planet,,Yes,,
Wildcatch,(907) 522-7806,http://www.copperriverseafoods.com,No,Yes,Wildcatch,,Yes,,
Wilderness Family Naturals,(866) 936-6457,www.wildernessfamilynaturals.com,No,Yes,Wilderness_Family_Naturals,,Yes,,
Wilderness Poets,(360) 247-6250,http://www.wildernesspoets.com/,Yes,Yes,Wilderness_Poets,No,No,,
Williamson Farms,(1888) 743-2960,http://williamsonfarms.ca,Yes,No,Williamson_Farms,No,No,,
Willow Hills,(270) 479-0055,willowhills.org,No,Yes,Willow_Hills,,No,,
Willow Run Dairy,(717) 556-0285,www.myrealfoodclub.com,Yes,No,Willow_Run_Dairy,Yes,No,,
Wills Valley Farm Products,(717) 284-5751,www.willsvalley.com,No,Yes,Wills_Valley_Farm_Products,,Yes,,
Wisconsin Natural Acres,(920) 849-9784,www.wnacres.com,No,Yes,Wisconsin_Natural_Acres,,Yes,,
Wise Choice Market,(541) 613-1165,wisechoicemarket.homestead.com,No,Yes,Wise_Choice_Market,Yes,No,,
Wise Organic Pastures,,,,,,,,,
Wise Organic Pastures,(718) 596-0400,www.wiseorganicpastures.com,No,Yes,Wise_Organic_Pastures,,No,,
Wolavers,,,No,No,Wolavers,No,Yes,,
Wolff's,(315) 536-3311,http://thebirkettmills.com/,No,Yes,Wolff's,,No,no,no
Wonderfully Raw,(831) 786-8773,http://wonderfullyrawgourmet.com,No,Yes,Wonderfully_Raw,,Yes,no,no
Woodstock Farms,,www.woodstock-farms.com,No,Yes,Woodstock_Farms,,Yes,,
Y.S. Organic Bee Farms,(800) 654-4593,www.ysorganic.com,Yes,No,Y.S._Organic_Bee_Farms,No,Yes,no,no
YAWP!,(919) 797-9297,http://www.yawpeats.com,No,Yes,YAWP!,Yes,Yes,no,no
Yumbutter,,http://www.yumbutter.com/,No,Yes,Yumbutter,No,Yes,no,no
Z Natural Foods,(888) 963-6637,http://www.znaturalfoods.com,Yes,Yes,Z_Natural_Foods,,No,,
Zelalem Injera,(202) 640-2624,http://zelaleminjera.com/,No,No,Zelalem_Injera,No,Yes,no,no
Zerbe's,(717) 291-1076,,Yes,No,Zerbe's,Yes,Yes,no,yes
Ziggy Marley Organics,(866) 312-3762,http://www.ziggymarleyorganics.com/,No,Yes,Ziggy_Marley_Organics,No,Yes,no,no
Zimmerman's,,http://willowhillsnaturalfoods.com/,No,Yes,Little_Cheese_Shop,,No,no,no
Zingerman's,(888) 636-8162,www.zingermans.com,Yes,Yes,Zingerman's,,No,yes,yes
Zoe,(212) 563-2707,http://www.zoebrand.com/,No,No,Zoe,Yes,Yes,Yes,Yes
Zukay Live Foods,(610) 286-3077,zukay.com,No,No,Zukay_Live_Foods,Yes,Yes,No,No